"pathway","pval","padj","ES","NES","nMoreExtreme","size","leadingEdge"
"GOBP_NEGATIVE_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY",0.298100743187448,0.872546832144669,0.295520092614997,1.08162708554946,1082,67,"RELA;PSME3;LGALS3;PRDX2;GSK3B;PARK7;BCL2L1;SNAI2;TNF;IL1B;BCL2;STRADB;CTTN;CSF2;MAPK7;BRCA1;GSTP1;TCF7L2;RAF1;GDNF"
"GOBP_NEGATIVE_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_VIA_DEATH_DOMAIN_RECEPTORS",0.916222260450714,0.983974747456623,-0.244317778746837,-0.654543779802407,5325,21,"FGA;RFFL;RNF34;BMP5;HMOX1"
"GOBP_NEGATIVE_REGULATION_OF_FAT_CELL_DIFFERENTIATION",0.575263421976919,0.949497563437271,0.286761669142836,0.92587612033593,2292,37,"MSX2;ENPP1;JDP2;RUNX1T1;TNF;ID4;ASXL1;TRIB2;SMAD3;ZFP36L2;TGFB1I1;SLC7A10;DDIT3;LRP3"
"GOBP_NEGATIVE_REGULATION_OF_FATTY_ACID_BIOSYNTHETIC_PROCESS",0.42219152854512,0.917746040433756,0.395224782409226,1.02701943182853,1833,15,"ERLIN1;PIBF1;ERLIN2;WDTC1;BRCA1;INSIG2;DCAF5;SIRT1;TRIB3"
"GOBP_NEGATIVE_REGULATION_OF_FATTY_ACID_METABOLIC_PROCESS",0.75626978329681,0.964587939687997,0.272775418102319,0.819067026824403,3105,27,"ERLIN1;SLC22A13;PIBF1;ERLIN2;UGT1A6;WDTC1;UGT1A10;BRCA1"
"GOBP_NEGATIVE_REGULATION_OF_FIBROBLAST_PROLIFERATION",0.551842330762639,0.949497563437271,-0.352023701358579,-0.933878358459925,3219,20,"FTH1;CDC73;FBXO4;SOD2;PEX2;ING5"
"GOBP_NEGATIVE_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY",0.197345354370148,0.795586618980567,0.364068121573192,1.19312797880771,787,39,"ADRB3;RGS4;ADA;UBQLN2;ARRB2;GNAI2;CCL5;ADRB2;SNCA;KLK14"
"GOBP_NEGATIVE_REGULATION_OF_GENE_EXPRESSION_EPIGENETIC",0.888543976348854,0.983974747456623,-0.216620235447721,-0.785378452689454,6010,109,"PCGF3;MTF2;LBR;IFI16;LMNB1;MPHOSPH8;MACROH2A1;UHRF2;EED;TRIM27;SCMH1;CTCF;TEX19"
"GOBP_NEGATIVE_REGULATION_OF_GLIAL_CELL_DIFFERENTIATION",0.645680473372781,0.961201445688497,0.316686347083343,0.874615026088366,2727,19,"HES1;CTNNB1;MYCN;DLX1;ID4;NTRK3;GPR37L1;NOG;NR1D1"
"GOBP_NEGATIVE_REGULATION_OF_GLIOGENESIS",0.411519607843137,0.913313279857397,0.335902348417943,1.02336903726606,1678,29,"HES1;CTNNB1;MYCN;DLX1;NF2;ID4;ASCL2;NTRK3;GPR37L1;SOX10;NOG;NR1D1"
